36	42	33	23	42	48	46	42	26	39	25	48	41	69	31	35	46	25	32	35	27	41	37	27	25	40	32	35	33	42	31	56	39	39	52	45	44	29	38	22	44	32	36	41	33	33	57	0	50	23	30	30	42	37	43	46	48	38	45	36	32	44	34	36	24	32	25	39	52	22	31	36	37	42	34	41	43	10	37	59	51	21	29	51	34	35	40	19	39	49	55	42	47	54	37	30	26	43	53	29	48	21	25	55	40	17	30	45	46	44	31	55	44	35	49	40	22	45	39	38	40	58	37	33	33	32	54	35	36	33	32	41	40	36	48	47	51	47	31	42	33	34	41	39	29	44	39	30	32	46	53	37	31	36	44	57	23	32	21	47	47	23	26	46	29	33	46	35	43	46	32	29	56	37	28	31	40	29	32	36	49	39	55	26	35	48	29	46	60	31	25	30	48	51	34	26	33	47	58	23
0	0	48	23	35	53	52	42	33	39	25	48	41	69	23	31	46	25	35	40	31	41	49	24	26	40	33	35	33	42	31	58	32	42	52	45	40	29	46	21	51	32	36	41	35	25	0	0	50	23	31	36	39	38	43	46	47	40	45	36	32	44	34	28	40	25	30	48	53	21	35	40	37	42	26	36	38	0	37	59	36	33	20	51	34	35	51	22	39	49	57	42	47	59	37	30	26	43	58	29	48	24	34	46	38	10	30	45	43	39	31	48	41	35	49	40	20	45	46	35	40	58	37	33	33	32	54	35	36	37	32	32	40	33	48	47	51	47	39	42	33	34	35	28	33	35	40	20	32	44	53	37	31	36	43	57	22	29	21	46	54	20	26	36	38	33	43	35	43	46	29	37	56	37	28	31	47	29	30	44	49	49	50	26	35	35	28	46	51	31	44	25	47	50	26	30	33	47	56	25
0	0	48	16	33	36	55	42	36	39	25	48	41	69	32	28	46	25	31	38	31	41	48	19	27	40	34	35	30	44	31	41	17	48	52	45	44	29	45	22	51	32	36	41	53	21	0	0	50	23	30	38	41	36	43	46	57	40	45	36	32	44	36	16	33	20	37	39	50	22	36	40	37	42	27	46	0	0	37	59	47	33	30	51	34	35	49	21	39	49	56	42	48	63	37	30	26	43	50	49	61	25	30	38	53	0	30	45	46	45	32	45	42	35	43	40	20	45	45	33	40	58	37	33	33	32	54	35	36	37	32	41	40	29	48	47	51	47	38	42	33	34	31	23	28	33	38	22	32	35	53	37	31	36	42	57	42	21	28	47	56	16	33	35	38	41	47	35	43	46	25	27	56	37	28	31	48	29	29	43	49	49	51	26	34	41	31	46	56	30	42	21	50	50	27	23	33	47	61	17
0	0	48	23	37	35	58	42	28	39	25	48	41	69	41	24	46	25	31	38	31	41	47	11	26	40	29	29	31	45	32	37	19	50	52	45	40	29	44	21	55	32	36	41	54	31	0	0	50	23	24	29	38	26	43	46	60	33	45	36	32	44	36	11	37	18	37	39	54	21	36	40	37	42	29	46	0	0	37	59	55	30	32	51	34	35	58	16	39	49	55	42	48	63	37	30	26	32	43	48	53	17	33	44	0	0	30	45	47	41	38	33	36	36	49	40	20	45	49	31	40	58	37	33	33	32	54	35	36	37	32	32	40	32	48	47	51	47	38	42	33	34	42	19	30	29	45	31	32	37	53	37	31	36	41	55	47	19	28	47	51	11	35	35	37	30	46	35	43	46	33	30	56	37	28	31	46	29	24	37	49	49	49	26	32	41	29	46	62	37	44	26	48	48	26	24	33	47	62	19
0	0	48	23	38	46	58	42	29	39	25	48	41	69	49	19	46	25	31	38	31	41	47	0	28	40	33	29	31	34	33	35	11	47	52	45	44	29	47	22	55	34	36	41	29	30	0	0	50	23	28	27	31	21	43	46	59	40	45	36	32	44	23	14	40	12	37	39	53	22	36	40	37	42	20	54	0	0	37	59	49	29	32	51	34	35	49	17	39	43	55	42	37	63	37	30	31	31	43	38	59	11	27	37	0	0	30	45	49	27	32	30	35	33	49	40	20	45	45	38	40	58	37	33	33	32	54	35	36	37	32	41	42	45	48	47	51	47	38	42	33	34	35	18	30	33	46	31	32	39	53	37	31	36	42	44	47	25	28	47	56	0	38	31	37	26	43	35	43	46	30	29	56	37	28	31	48	29	24	40	49	49	59	29	32	41	28	46	62	39	44	19	48	53	23	27	33	47	47	19
0	0	48	16	0	0	55	42	29	39	25	48	41	69	48	11	46	25	31	38	35	41	0	0	25	40	30	38	35	33	36	33	7	41	52	45	40	29	49	16	55	33	36	41	34	30	0	0	50	23	28	19	27	19	43	46	60	37	45	36	32	44	30	13	35	0	37	39	53	21	36	40	37	42	23	54	0	0	37	59	32	33	32	51	34	35	54	15	39	43	56	42	48	63	37	30	37	36	43	47	55	0	34	43	0	0	30	45	42	23	30	29	35	33	43	40	20	45	37	28	40	58	37	33	33	32	54	35	36	37	32	32	42	45	48	47	51	47	38	29	33	34	29	11	28	22	46	34	32	43	53	37	49	36	43	39	46	17	28	47	0	0	40	28	41	11	47	35	43	46	33	30	56	37	28	31	46	29	27	35	49	49	49	25	32	41	31	46	53	31	44	22	35	45	25	17	33	47	51	18
0	0	48	23	0	0	54	42	29	39	25	48	41	69	37	13	46	25	31	38	33	38	0	0	25	40	30	41	51	29	33	30	7	37	52	45	44	29	44	15	49	32	36	41	34	20	0	0	50	23	26	22	37	22	43	46	60	30	45	36	32	44	22	13	0	0	39	40	51	22	36	40	37	42	14	55	0	0	37	59	49	23	28	46	34	35	44	10	38	44	56	42	48	63	37	30	38	36	49	42	0	0	25	48	0	0	30	45	41	20	30	36	35	33	49	40	20	45	43	24	40	58	37	33	33	32	54	35	36	37	32	41	42	37	48	47	51	47	36	36	33	34	31	12	40	31	45	34	32	46	53	37	31	36	48	35	42	11	28	47	0	0	37	24	33	0	45	35	43	46	30	29	56	37	28	31	46	29	26	39	49	49	44	31	32	41	30	46	40	36	40	21	32	54	27	10	33	47	51	11
0	0	48	23	0	0	54	42	0	0	25	48	41	69	37	0	46	25	31	38	35	38	0	0	26	40	28	43	52	39	43	30	0	0	52	45	40	29	43	15	45	35	36	41	36	16	0	0	50	23	40	16	50	21	43	46	56	37	45	36	32	44	23	13	0	0	30	40	53	21	36	40	37	42	16	55	0	0	37	59	46	27	28	45	34	35	37	0	43	43	57	42	48	63	37	30	38	44	47	45	0	0	25	51	0	0	30	45	41	24	21	43	35	33	49	40	20	45	51	26	40	58	37	33	33	32	54	35	36	37	32	32	40	25	48	47	51	47	30	39	33	34	20	0	37	31	44	24	32	50	53	37	31	36	49	24	38	0	28	47	0	0	37	26	0	0	47	35	43	46	33	30	56	37	28	31	50	29	20	33	49	49	38	31	32	41	28	46	59	34	45	16	32	54	36	0	33	47	48	0
0	0	48	16	0	0	53	42	0	0	25	49	41	69	0	0	46	25	31	38	31	38	0	0	25	40	21	43	0	0	45	30	0	0	52	45	44	29	44	15	45	35	36	41	36	24	0	0	50	23	42	16	47	22	43	46	56	29	45	36	32	44	23	13	0	0	30	49	50	22	36	40	37	42	9	36	0	0	37	59	46	17	28	59	34	35	0	0	31	43	56	42	37	63	37	30	31	44	47	40	0	0	17	51	0	0	30	45	41	27	18	36	35	33	43	40	20	45	43	26	40	58	37	33	33	32	54	35	36	37	39	32	40	30	48	47	51	47	43	39	33	34	0	0	40	31	44	24	32	50	53	37	31	36	45	20	0	0	28	47	0	0	46	26	0	0	44	35	43	46	30	29	56	37	28	31	48	29	18	44	49	49	38	31	32	41	31	46	59	36	42	10	33	54	0	0	33	47	0	0
0	0	48	23	0	0	51	42	0	0	43	29	41	69	0	0	46	25	31	38	28	33	0	0	25	40	24	41	0	0	43	30	0	0	52	45	40	29	40	15	40	35	36	41	42	18	0	0	50	23	35	10	46	21	43	46	47	28	45	36	32	44	22	13	0	0	30	49	52	21	36	40	37	42	7	31	0	0	37	59	40	21	28	45	34	35	0	0	35	43	56	42	48	63	37	30	31	44	41	47	0	0	17	51	0	0	30	45	41	26	8	36	35	33	49	40	20	45	43	26	40	58	37	33	33	32	54	35	36	37	37	40	40	30	48	47	51	47	43	39	33	34	0	0	37	19	44	24	32	50	53	37	31	36	45	11	0	0	28	47	0	0	47	26	0	0	43	35	43	46	33	30	56	37	28	31	50	29	8	38	49	49	41	31	32	41	29	46	59	36	48	0	31	54	0	0	33	47	0	0
0	0	48	23	0	0	49	42	0	0	42	29	41	69	0	0	46	25	35	36	34	29	0	0	27	40	16	54	0	0	42	30	0	0	52	45	44	29	43	15	33	35	36	41	43	17	0	0	50	23	43	0	50	22	48	46	58	35	45	36	32	44	23	13	0	0	30	49	55	22	36	40	37	42	7	32	0	0	37	59	37	21	28	50	34	35	0	0	31	43	55	42	48	63	37	30	31	44	35	40	0	0	10	50	0	0	30	45	34	16	0	0	35	33	49	40	20	45	43	26	40	58	37	33	33	32	54	35	36	37	39	32	40	30	48	47	51	47	43	39	33	34	0	0	42	22	44	24	32	50	53	37	31	36	39	0	0	0	28	47	0	0	47	34	0	0	42	35	43	46	30	29	56	37	28	31	48	29	7	37	49	49	42	32	32	41	28	46	37	35	0	0	32	54	0	0	33	47	0	0
0	0	48	16	0	0	49	42	0	0	42	49	41	69	0	0	46	25	35	36	30	27	0	0	27	40	16	45	0	0	45	30	0	0	52	45	40	29	44	15	33	35	36	41	40	24	0	0	50	23	0	0	47	21	51	37	56	0	45	36	32	44	23	13	0	0	30	49	52	21	36	40	37	42	11	33	0	0	37	59	36	21	28	50	34	35	0	0	35	43	55	42	48	63	37	30	31	44	24	51	0	0	0	0	0	0	30	45	40	11	0	0	0	0	43	40	20	45	43	26	40	58	37	33	33	32	54	35	36	37	39	40	45	30	48	47	51	47	43	39	33	34	0	0	52	21	44	24	32	50	53	37	31	36	0	0	0	0	28	47	0	0	47	34	0	0	44	35	43	46	33	30	56	37	28	31	50	29	7	32	49	49	55	29	32	41	31	46	39	37	0	0	33	54	0	0	33	47	0	0
0	0	48	23	0	0	45	42	0	0	42	48	41	69	0	0	46	25	35	36	31	21	0	0	27	40	17	51	0	0	42	30	0	0	52	45	44	29	40	15	33	35	36	41	32	25	0	0	50	23	0	0	46	22	49	37	0	0	45	36	32	44	22	13	0	0	30	49	55	22	36	40	37	42	7	32	0	0	37	59	37	21	28	45	34	35	0	0	31	43	55	42	37	63	37	30	31	44	14	59	0	0	0	0	0	0	30	45	41	0	0	0	0	0	49	40	20	45	43	26	40	58	37	33	33	32	54	35	36	37	39	40	46	41	48	47	51	47	32	39	33	34	0	0	54	22	44	24	26	41	53	37	31	36	0	0	0	0	28	47	0	0	45	26	0	0	43	35	43	46	30	29	56	37	28	31	48	29	11	37	49	49	53	27	32	41	29	46	44	31	0	0	33	54	0	0	33	47	0	0
0	0	48	23	0	0	50	42	0	0	24	48	41	69	0	0	46	25	35	36	35	22	0	0	27	40	11	43	0	0	45	30	0	0	52	45	40	29	43	15	32	35	36	41	33	19	0	0	50	23	0	0	50	21	49	37	0	0	45	36	32	44	23	13	0	0	30	49	52	21	36	40	37	42	11	33	0	0	37	59	36	22	28	50	34	35	0	0	35	43	55	42	48	63	37	30	31	44	10	60	0	0	0	0	0	0	30	45	0	0	0	0	0	0	49	40	20	45	43	26	40	58	37	33	33	32	54	35	36	37	39	40	46	41	48	47	51	47	33	39	33	34	0	0	52	21	44	24	30	34	53	37	31	36	0	0	0	0	28	47	0	0	45	26	0	0	42	35	43	46	33	30	56	37	28	31	50	29	0	0	49	49	53	33	32	41	28	46	44	28	0	0	31	54	0	0	33	47	0	0
